STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MNE,Montenegro,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MOZ,Mozambique,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MMR,Myanmar,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NAM,Namibia,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,2.186889749081712,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NRU,Nauru,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NPL,Nepal,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NIC,Nicaragua,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NER,Niger,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,1.1541898218271407,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NGA,Nigeria,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OMN,Oman,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PAK,Pakistan,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PLW,Palau,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PAN,Panama,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PNG,Papua New Guinea,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRY,Paraguay,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,0.0999548608331264,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PER,Peru,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,0.3551673011509623,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PHL,Philippines,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,1.9072901006343117,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ROU,Romania,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,2.8328172246298147,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,RUS,Russian Federation,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,RWA,Rwanda,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,WSM,Samoa,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,STP,Sao Tome and Principe,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SAU,Saudi Arabia,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SEN,Senegal,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SRB,Serbia,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SYC,Seychelles,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLE,Sierra Leone,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SVK,Slovak Republic,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SVN,Slovenia,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLB,Solomon Islands,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,1.3976459855819148,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SOM,Somalia,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ZAF,South Africa,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LKA,Sri Lanka,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LCA,St. Lucia,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TJK,Tajikistan,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,2.351132742936575,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TZA,Tanzania,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,THA,Thailand,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TLS,Timor-Leste,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TGO,Togo,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TON,Tonga,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TTO,Trinidad and Tobago,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUN,Tunisia,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUR,Turkiye,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUV,Tuvalu,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UGA,Uganda,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UKR,Ukraine,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,2.3710529527435864,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,URY,Uruguay,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UZB,Uzbekistan,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ZWE,Zimbabwe,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUS,Australia,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,WB_BOOST_EXP_FUNC_REV_CUS_EXC,"Recreation, culture and religion (COFOG 708)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_EXP,Percentage of expenditure,WB_BOOST_BUDGET_PARAM_1,Confirmation: Approved,_Z,Not Applicable,_Z,Not Applicable,2007,,WB_BOOST,BOOST: Open Budget Portal,0,Units,RATIO,Ratio,602,CCYY,O,Missing value,PU,Public
